VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=    95,F=POINT
 2.9000  0.122744E+06  0.149864E-01  0.136461E+05  0.316269E-01  0.648594E+05  0.358439E-03 -236.78 -143.21 -244.39 -107.00  -57.74 -196.70
 2.9500  0.118168E+06  0.295607E-02  0.119904E+05  0.114820E-01  0.627715E+05  0.404160E-04 -228.82 -134.64 -236.05   71.21  -49.14 -160.71
 3.0000  0.113619E+06  0.565450E-02  0.104897E+05  0.636762E-02  0.611859E+05  0.823701E-04 -220.65 -260.60 -227.21  -64.50  -40.72   84.69
 3.0500  0.109201E+06  0.322311E-02  0.913979E+04  0.125898E-01  0.595109E+05  0.285397E-03 -212.30 -248.69 -217.94   68.90  -32.25 -200.67
 3.1000  0.104871E+06  0.373747E-02  0.793753E+04  0.267613E-01  0.576917E+05  0.389829E-03 -203.79  -91.84 -207.74   82.78  -23.74 -183.51
 3.1500  0.100715E+06  0.300040E-02  0.689480E+04  0.158011E-01  0.557884E+05  0.447801E-03 -195.10 -179.44 -196.77 -124.33  -14.97 -193.80
 3.2000  0.967291E+05  0.127911E-01  0.591749E+04  0.944417E-02  0.538875E+05  0.573475E-04 -186.25 -184.22 -185.02 -139.35   -6.13   86.19
 3.2500  0.929080E+05  0.481410E-02  0.476877E+04  0.670629E-03  0.519606E+05  0.198364E-03 -177.27   38.29 -171.34    1.39    2.75  -22.62
 3.3000  0.892536E+05  0.113195E-01  0.100353E+05  0.666392E-02  0.499981E+05  0.237892E-03 -168.12  -80.34  -49.55 -250.94   11.79   15.82
 3.3500  0.857418E+05  0.110078E-01  0.640300E+04  0.957062E-02  0.481487E+05  0.235926E-03 -158.83 -168.96 -157.16 -122.32   21.01   22.83
 3.4000  0.823546E+05  0.404523E-02  0.522290E+04  0.459573E-02  0.463708E+05  0.160444E-03 -149.39   80.06 -149.36   60.72   30.37   28.39
 3.4500  0.791320E+05  0.380183E-02  0.444627E+04  0.536240E-02  0.446374E+05  0.105168E-03 -139.80 -249.66 -139.56 -132.00   39.86 -149.48
 3.5000  0.760739E+05  0.223338E-02  0.388117E+04  0.666718E-02  0.429199E+05  0.149551E-03 -130.09 -166.01 -130.07 -248.78   49.47 -149.33
 3.5500  0.732049E+05  0.697598E-02  0.339353E+04  0.121338E-03  0.411918E+05  0.558367E-04 -120.37  -19.69 -120.40 -210.17   58.96 -262.15
 3.6000  0.704892E+05  0.594834E-02  0.295513E+04  0.487884E-02  0.392955E+05  0.177096E-03 -110.80 -133.82 -111.15   -0.43   68.17 -247.85
 3.6500  0.680474E+05  0.412853E-02  0.254233E+04  0.616102E-02  0.371503E+05  0.280036E-03 -102.12  -23.70 -102.14 -209.42   76.37   37.81
 3.7000  0.647770E+05  0.182480E-02  0.214185E+04  0.638825E-02  0.318411E+05  0.109103E-03 -104.89 -240.78  -92.79 -118.76   71.80 -126.47
 3.7500  0.609360E+05  0.265727E-02  0.176656E+04  0.338508E-02  0.353129E+05  0.132694E-03  -70.01    5.40  -82.47  -18.75 -250.54  -18.43
 3.8000  0.600238E+05  0.595284E-02  0.143371E+04  0.252285E-02  0.334017E+05  0.143254E-03  -63.25  -78.56  -70.74   39.86 -244.22 -266.95
 3.8500  0.581427E+05  0.292412E-02  0.114437E+04  0.636043E-02  0.316199E+05  0.658795E-04  -53.42 -171.96  -56.36   76.01 -234.24 -202.11
 3.9000  0.561767E+05  0.232506E-02  0.910615E+03  0.412367E-02  0.300744E+05  0.289694E-03  -42.93  -99.35  -38.34 -261.09 -223.32  -12.98
 3.9500  0.542785E+05  0.253182E-02  0.745552E+03  0.360182E-02  0.287856E+05  0.163479E-03  -32.16 -144.75  -17.01 -100.07 -212.25  -32.86
 4.0000  0.523969E+05  0.262443E-02  0.617817E+03  0.142341E-02  0.275820E+05  0.597095E-04  -21.18 -210.63    9.44 -200.88 -201.23   26.57
 4.0500  0.505100E+05  0.574033E-02  0.480058E+03  0.132759E-02  0.263808E+05  0.398265E-04  -10.00   46.36   47.42   88.18 -190.02 -106.70
 4.1000  0.486391E+05  0.270548E-02  0.974833E+03  0.548142E-02  0.251892E+05  0.110889E-03    1.37 -163.49 -235.01   89.75 -178.63  -86.05
 4.1500  0.468114E+05  0.401896E-02  0.162630E+04  0.322909E-02  0.240320E+05  0.133242E-03   12.89   64.35   36.88 -218.46 -167.15 -166.76
 4.2000  0.450268E+05  0.165762E-02  0.102877E+04  0.248639E-02  0.228724E+05  0.191192E-03   24.54 -174.12   53.18 -169.80 -155.72 -118.61
 4.2500  0.432811E+05  0.133048E-02  0.887935E+03  0.128052E-02  0.216528E+05  0.157772E-03   36.26   29.83   63.85  -92.61 -144.35    4.16
 4.3000  0.416026E+05  0.247223E-02  0.776852E+03  0.103734E-02  0.204066E+05  0.153044E-03   47.97 -179.82   71.35 -120.15 -132.99  -94.42
 4.3500  0.399810E+05  0.148584E-02  0.641987E+03  0.506645E-02  0.190955E+05  0.153775E-03   59.28  -33.68   76.62 -185.14 -121.97 -113.39
 4.4000  0.381050E+05  0.133540E-02  0.479327E+03  0.146682E-02  0.174145E+05  0.137329E-03   68.88 -211.81   81.19 -116.50 -112.49 -180.00
 4.4500  0.319201E+05  0.233354E-02  0.310844E+03  0.463980E-03  0.116096E+05  0.161134E-03   64.29  -17.63   86.97  -70.82 -117.10   83.88
 4.5000  0.369591E+05  0.132032E-02  0.139806E+03  0.695222E-03  0.192355E+05  0.156507E-03 -241.97   -4.60 -261.10   -6.41  -62.71    2.10
 4.5500  0.362049E+05  0.153475E-02  0.480134E+02  0.226090E-02  0.172205E+05  0.117716E-03 -238.88  -18.74 -155.19 -148.92  -59.05   49.60
 4.6000  0.350524E+05  0.109160E-02  0.179732E+03  0.421280E-03  0.162249E+05  0.181228E-03 -228.41   36.51  -99.92 -222.63  -48.48 -210.34
 4.6500  0.339042E+05  0.934415E-03  0.304774E+03  0.455488E-03  0.154029E+05  0.828561E-04 -216.66 -204.44  -84.11 -102.59  -36.70 -194.80
 4.7000  0.327000E+05  0.165736E-02  0.447654E+03  0.184322E-02  0.146024E+05  0.434942E-04 -204.25  -98.34  -67.27   86.83  -24.26   15.26
 4.7500  0.314935E+05  0.488058E-03  0.688506E+03  0.166321E-02  0.138277E+05  0.629136E-04 -191.47 -117.97  -53.82  -31.09  -11.44   14.04
 4.8000  0.302773E+05  0.245636E-02  0.222441E+04  0.156745E-02  0.130762E+05  0.991271E-04 -178.49 -154.10  -52.86   24.60    1.50 -191.09
 4.8500  0.290443E+05  0.177512E-02  0.977862E+03  0.412352E-02  0.123155E+05  0.188866E-03 -165.34 -106.58 -127.74  -66.02   14.44 -178.84
 4.9000  0.277879E+05  0.950314E-03  0.615991E+03  0.381807E-03  0.114970E+05  0.319730E-04 -152.08   78.95 -110.27 -181.31   27.31   72.65
 4.9500  0.265109E+05  0.133040E-02  0.494052E+03  0.635871E-03  0.106024E+05  0.114627E-03 -138.90 -265.14 -100.98 -183.56   40.09  -93.26
 5.0000  0.251535E+05  0.169813E-02  0.374450E+03  0.104588E-02  0.957862E+04  0.719140E-04 -126.39 -166.75  -96.14   18.26   52.35 -132.04
